node,centrality,community,density,betwness,closeness,eign,volatility,type,name
1338,10,13,0.09730848861283643,0.00011141029133701332,0.17860018458744634,0.000818830394151518,1,incoming,Dazhen Deng
6160,10,13,0.09730848861283643,0.00011141029133701332,0.17860018458744634,0.000818830394151518,1,incoming,Xiao Xie
2695,12,13,0.09730848861283643,0.0006276948637932203,0.1857967382356773,0.0022839583249812286,2,outandin,Jia-Kai Chou
6219,12,13,0.09730848861283643,0.0011349149400860803,0.17015270184886894,0.00047878730336198613,1,incoming,Xinhuan Shu
1392,13,13,0.09730848861283643,0.0007308291815490922,0.19350088275202762,0.00097229123415688,1,incoming,Di Weng
2698,13,13,0.09730848861283643,0.00040778775533710065,0.1788475913384525,0.0008905586699098273,1,incoming,Jiachen Wang
4447,14,13,0.09730848861283643,0.019848203210636108,0.20099858172045076,0.0023365516405480353,1,,Panpan Xu
882,16,13,0.09730848861283643,0.005485905820341992,0.17222066117176907,0.00185557763101662,1,incoming,Chris Bryan
2351,18,13,0.09730848861283643,0.001782352705372578,0.19202987951180397,0.001261739360082575,1,incoming,Hui Zhang 0051
4857,25,13,0.09730848861283643,0.05299315068338858,0.21391251857988328,0.002800567652272707,3,incoming,Ren Liu
3348,32,13,0.09730848861283643,0.04698520278347078,0.1906748934896498,0.008778183059949566,0,,Kwan-Liu Ma
6347,36,13,0.09730848861283643,0.021143739830966093,0.21351944155198935,0.002297944079273423,1,,Yingcai Wu
4339,3,14,0.1229260935143288,0.0,0.1502033093234134,1.4742324248169947e-05,1,incoming,Nicole Sultanum
1388,3,14,0.1229260935143288,0.0,0.1502033093234134,1.4742324248169947e-05,2,outandin,Devin Singh
83,3,14,0.1229260935143288,0.0,0.13414601719301844,4.939978503528196e-06,2,outandin,Akhilesh Camisetty
796,3,14,0.1229260935143288,0.0,0.13414601719301844,4.939978503528196e-06,2,outandin,Chaitanya Chandurkar
1269,3,14,0.1229260935143288,0.0,0.13414601719301844,4.939978503528196e-06,2,outgoing,David Koop
1810,3,14,0.1229260935143288,0.0,0.1596993953993851,6.534284632780714e-05,1,incoming,Francine Chen 0001
4475,3,14,0.1229260935143288,0.0,0.1596993953993851,6.534284632780714e-05,2,outandin,Patrick Chiu
5130,3,14,0.1229260935143288,0.0,0.13754412889748174,1.2041366256064546e-06,2,outandin,Sai Prashanth Dasari
5171,3,14,0.1229260935143288,0.0,0.13754412889748174,1.2041366256064546e-06,2,outandin,Santhosh Nandhakumar
965,3,14,0.1229260935143288,0.0,0.13754412889748174,1.2041366256064546e-06,2,outgoing,Christopher Andrews
2743,3,14,0.1229260935143288,0.0,0.18514544310483205,7.340270646085943e-05,2,outgoing,Jibonananda Sanyal
4549,3,14,0.1229260935143288,0.0,0.14481216362486612,6.147960220232062e-06,2,outandin,Peng Mi
5189,3,14,0.1229260935143288,0.0,0.16512331972799857,1.6453531857421954e-05,2,outandin,Sarang Joshi
3400,4,14,0.1229260935143288,0.0,0.13819847775046692,1.8824476984485279e-06,2,outgoing,Lauren Bradel
3205,5,14,0.1229260935143288,0.0,0.15934898531622682,8.727428507609875e-05,2,outandin,Ke Wu
